[Gene ID]	[source_id]	[Input Ortholog(s)]	[Ortholog Group]	[Paralog count]	[Ortholog count]	[Gene Name or Symbol]
Afu1g02150	Afu1g02150-T	YDL022W,YOL059W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126704">OG5_126704</a>	1	143	N/A
Afu1g02170	Afu1g02170-T	YBR227C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128011">OG5_128011</a>	0	84	N/A
Afu1g02190	Afu1g02190-T	YER031C,YGL210W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126971">OG5_126971</a>	0	109	rab11
Afu1g02210	Afu1g02210-T	YOL077C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127903">OG5_127903</a>	0	80	N/A
Afu1g02370	Afu1g02370-T	YNL168C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126763">OG5_126763</a>	3	250	N/A
Afu1g02390	Afu1g02390-T	YGR031W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128173">OG5_128173</a>	1	80	N/A
Afu1g02410	Afu1g02410-T	YPL235W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128002">OG5_128002</a>	0	85	N/A
Afu1g02420	Afu1g02420-T	YHR156C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129490">OG5_129490</a>	0	80	N/A
Afu1g02430	Afu1g02430-T	YGR048W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127577">OG5_127577</a>	0	98	N/A
Afu1g02460	Afu1g02460-T	YOR151C,YOR207C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126694">OG5_126694</a>	1	173	N/A
Afu1g02480	Afu1g02480-T	YGL008C,YPL036W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127253">OG5_127253</a>	2	232	N/A
Afu1g02500	Afu1g02500-T	YNL261W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130120">OG5_130120</a>	0	84	N/A
Afu1g02510	Afu1g02510-T	YGL014W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129563">OG5_129563</a>	0	104	N/A
Afu1g02540	Afu1g02540-T	YBL047C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128866">OG5_128866</a>	0	123	N/A
Afu1g02550	Afu1g02550-T	YML085C,YML124C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126605">OG5_126605</a>	1	191	N/A
Afu1g02570	Afu1g02570-T	YLL018C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127227">OG5_127227</a>	1	145	N/A
Afu1g02590	Afu1g02590-T	YKL125W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129298">OG5_129298</a>	0	86	N/A
Afu1g02610	Afu1g02610-T	YOR004W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129246">OG5_129246</a>	0	80	N/A
Afu1g02620	Afu1g02620-T	YBL059C-A	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131764">OG5_131764</a>	0	68	N/A
Afu1g02630	Afu1g02630-T	YLR196W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128270">OG5_128270</a>	0	86	N/A
Afu1g02670	Afu1g02670-T	YNR035C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128966">OG5_128966</a>	0	93	N/A
Afu1g02680	Afu1g02680-T	YLR129W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127984">OG5_127984</a>	0	97	N/A
Afu1g02700	Afu1g02700-T	YHR134W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131387">OG5_131387</a>	0	64	N/A
Afu1g02760	Afu1g02760-T	YBR007C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136098">OG5_136098</a>	0	68	N/A
Afu1g02780	Afu1g02780-T	YDR321W,YLR155C,YLR157C,YLR158C,YLR160C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127035">OG5_127035</a>	1	115	N/A
Afu1g02810	Afu1g02810-T	YPR107C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128679">OG5_128679</a>	0	86	N/A
Afu1g02820	Afu1g02820-T	YCR004C,YDR032C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127964">OG5_127964</a>	0	215	pst2
Afu1g02830	Afu1g02830-T	YBR170C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128565">OG5_128565</a>	0	70	N/A
Afu1g02850	Afu1g02850-T	YCR075C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129926">OG5_129926</a>	1	96	N/A
Afu1g02890	Afu1g02890-T	YBR252W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126992">OG5_126992</a>	0	65	N/A
Afu1g02900	Afu1g02900-T	YEL029C,YNR027W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127394">OG5_127394</a>	0	100	N/A
Afu1g02920	Afu1g02920-T	YOR129C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136099">OG5_136099</a>	0	90	N/A
Afu1g02940	Afu1g02940-T	YMR055C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133758">OG5_133758</a>	0	88	N/A
Afu1g02980	Afu1g02980-T	YCR073W-A,YGR248W,YHR163W,YNR034W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127501">OG5_127501</a>	1	101	N/A
Afu1g02985	Afu1g02985-T	YCR073W-A,YGR248W,YHR163W,YNR034W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127501">OG5_127501</a>	1	101	N/A
Afu1g03010	Afu1g03010-T	YGR278W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127721">OG5_127721</a>	0	86	N/A
Afu1g03020	Afu1g03020-T	YIL102C-A	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130672">OG5_130672</a>	0	69	N/A
Afu1g03050	Afu1g03050-T	YIR002C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128649">OG5_128649</a>	0	93	N/A
Afu1g03060	Afu1g03060-T	YIL034C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128870">OG5_128870</a>	0	86	N/A
Afu1g03070	Afu1g03070-T	YBR198C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128980">OG5_128980</a>	0	95	N/A
Afu1g03080	Afu1g03080-T	YHR075C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128677">OG5_128677</a>	0	86	N/A
Afu1g03090	Afu1g03090-T	YNL115C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_139306">OG5_139306</a>	0	43	N/A
Afu1g03100	Afu1g03100-T	YDL004W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127404">OG5_127404</a>	0	65	N/A
Afu1g03110	Afu1g03110-T	YFR032C-A	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127199">OG5_127199</a>	0	78	N/A
Afu1g03120	Afu1g03120-T	YGR117C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_149737">OG5_149737</a>	0	20	N/A
Afu1g03140	Afu1g03140-T	YBR229C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126880">OG5_126880</a>	3	173	N/A
Afu1g03150	Afu1g03150-T	YNL280C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128488">OG5_128488</a>	1	96	erg24
Afu1g03200	Afu1g03200-T	YML116W,YMR279C,YOR378W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130801">OG5_130801</a>	2	137	mfsC
Afu1g03210	Afu1g03210-T	YKR099W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127030">OG5_127030</a>	0	346	flbD
Afu1g03390	Afu1g03390-T	YDR418W,YEL054C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127022">OG5_127022</a>	0	94	N/A
Afu1g03400	Afu1g03400-T	YPR181C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127203">OG5_127203</a>	0	93	N/A
Afu1g03410	Afu1g03410-T	YKL045W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127945">OG5_127945</a>	0	97	N/A
Afu1g03420	Afu1g03420-T	YER170W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129523">OG5_129523</a>	0	63	N/A
Afu1g03430	Afu1g03430-T	YGL085W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134788">OG5_134788</a>	0	82	N/A
Afu1g03440	Afu1g03440-T	YPR128C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132652">OG5_132652</a>	0	83	N/A
Afu1g03450	Afu1g03450-T	YMR154C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128932">OG5_128932</a>	0	95	N/A
Afu1g03500	Afu1g03500-T	YOL006C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127702">OG5_127702</a>	0	98	N/A
Afu1g03510	Afu1g03510-T	YBR039W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127077">OG5_127077</a>	0	89	N/A
Afu1g03530	Afu1g03530-T	YDL138W,YDL194W,YDL245C,YDR342C,YDR343C,YDR345C,YEL069C,YFL011W,YHR092C,YHR094C,YHR096C,YIL170W,YIL171W,YJL214W,YJL219W,YJR158W,YLR081W,YMR011W,YNR072W,YOL156W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126798">OG5_126798</a>	8	645	N/A
Afu1g03540	Afu1g03540-T	YBR204C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135740">OG5_135740</a>	0	71	dspB
Afu1g03550	Afu1g03550-T	YJR016C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128618">OG5_128618</a>	1	152	ilv3B
Afu1g03560	Afu1g03560-T	YJL210W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129729">OG5_129729</a>	0	78	pex2
Afu1g03590	Afu1g03590-T	YPL125W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129934">OG5_129934</a>	0	94	N/A
Afu1g03600	Afu1g03600-T	YLR300W,YOR190W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133540">OG5_133540</a>	0	117	exg1
Afu1g03680	Afu1g03680-T	YJL123C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136510">OG5_136510</a>	0	62	N/A
Afu1g03720	Afu1g03720-T	YJR085C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128377">OG5_128377</a>	0	117	N/A
Afu1g03740	Afu1g03740-T	YJR126C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128101">OG5_128101</a>	1	204	N/A
Afu1g03760	Afu1g03760-T	YFL034W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128851">OG5_128851</a>	1	167	N/A
Afu1g03810	Afu1g03810-T	YOR103C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129124">OG5_129124</a>	0	83	N/A
Afu1g03820	Afu1g03820-T	YER013W,YGL120C,YKR086W,YNR011C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126599">OG5_126599</a>	3	355	N/A
Afu1g03830	Afu1g03830-T	YEL003W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128303">OG5_128303</a>	0	79	N/A
Afu1g03840	Afu1g03840-T	YBL021C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127594">OG5_127594</a>	0	120	N/A
Afu1g03870	Afu1g03870-T	YMR262W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131275">OG5_131275</a>	0	81	N/A
Afu1g03890	Afu1g03890-T	YGR110W,YLR099C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127681">OG5_127681</a>	0	141	N/A
Afu1g03910	Afu1g03910-T	YAL009W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_138576">OG5_138576</a>	0	42	N/A
Afu1g03920	Afu1g03920-T	YEL032W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128134">OG5_128134</a>	0	81	N/A
Afu1g03940	Afu1g03940-T	YPL243W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128493">OG5_128493</a>	0	109	N/A
Afu1g03950	Afu1g03950-T	YMR015C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131167">OG5_131167</a>	0	68	erg5
Afu1g03960	Afu1g03960-T	YOR285W,YOR286W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127795">OG5_127795</a>	0	65	N/A
Afu1g03970	Afu1g03970-T	YAL035W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127312">OG5_127312</a>	0	89	N/A
Afu1g04010	Afu1g04010-T	YFL027C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129226">OG5_129226</a>	0	97	N/A
Afu1g04020	Afu1g04020-T	YGL161C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128025">OG5_128025</a>	0	82	N/A
Afu1g04040	Afu1g04040-T	YIL148W,YKR094C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128257">OG5_128257</a>	0	97	ubiA
Afu1g04062	Afu1g04062-T	YJL025W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137920">OG5_137920</a>	0	50	N/A
Afu1g04070	Afu1g04070-T	YEL034W,YJR047C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126922">OG5_126922</a>	0	102	N/A
Afu1g04080	Afu1g04080-T	YDR484W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127921">OG5_127921</a>	0	89	N/A
Afu1g04150	Afu1g04150-T	YIL094C,YOR136W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126870">OG5_126870</a>	3	169	N/A
Afu1g04190	Afu1g04190-T	YER165W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126795">OG5_126795</a>	0	122	pab1
Afu1g04210	Afu1g04210-T	YGL141W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127286">OG5_127286</a>	0	114	N/A
Afu1g04230	Afu1g04230-T	YBR282W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137921">OG5_137921</a>	0	45	N/A
Afu1g04240	Afu1g04240-T	YML093W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127996">OG5_127996</a>	0	83	N/A
Afu1g04260	Afu1g04260-T	YLR144C,YNR067C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130747">OG5_130747</a>	0	302	ENGL1
Afu1g04270	Afu1g04270-T	YDL128W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128780">OG5_128780</a>	0	137	vcxA
Afu1g04280	Afu1g04280-T	YJR113C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127867">OG5_127867</a>	0	60	N/A
Afu1g04290	Afu1g04290-T	YCR037C,YJL198W,YNR013C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127239">OG5_127239</a>	0	110	N/A
Afu1g04315	Afu1g04315-T	YDR476C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_141353">OG5_141353</a>	0	30	N/A
Afu1g04320	Afu1g04320-T	YBL072C,YER102W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127039">OG5_127039</a>	0	98	N/A
Afu1g04370	Afu1g04370-T	YKR092C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128869">OG5_128869</a>	0	42	N/A
Afu1g04400	Afu1g04400-T	YDL045W-A	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_138578">OG5_138578</a>	0	53	N/A
Afu1g04460	Afu1g04460-T	YNL073W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_138579">OG5_138579</a>	0	44	N/A
Afu1g04470	Afu1g04470-T	YBR091C,YHR005C-A	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128839">OG5_128839</a>	0	93	N/A
Afu1g04480	Afu1g04480-T	YKL072W,YMR053C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_141354">OG5_141354</a>	0	43	N/A
Afu1g04490	Afu1g04490-T	YDR255C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128648">OG5_128648</a>	0	83	N/A
Afu1g04520	Afu1g04520-T	YJR084W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128308">OG5_128308</a>	0	89	N/A
Afu1g04530	Afu1g04530-T	YMR242C,YOR312C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127130">OG5_127130</a>	0	107	N/A
Afu1g04540	Afu1g04540-T	YKL150W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130211">OG5_130211</a>	0	116	N/A
Afu1g04550	Afu1g04550-T	YDR174W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135607">OG5_135607</a>	0	42	N/A
Afu1g04580	Afu1g04580-T	YEL062W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129933">OG5_129933</a>	0	93	N/A
Afu1g04590	Afu1g04590-T	YDR176W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136817">OG5_136817</a>	0	63	N/A
Afu1g04640	Afu1g04640-T	YJR036C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127640">OG5_127640</a>	0	111	N/A
