[Gene ID]	[source_id]	[Input Ortholog(s)]	[Ortholog Group]	[Paralog count]	[Ortholog count]	[Gene Name or Symbol]
YBL020W	YBL020W-t26_1	CNAG_03711	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129166">OG5_129166</a>	0	82	RFT1
YBL021C	YBL021C-t26_1	CNAG_02215	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127594">OG5_127594</a>	0	120	HAP3
YBL022C	YBL022C-t26_1	CNAG_01266	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126991">OG5_126991</a>	0	198	PIM1
YBL023C	YBL023C-t26_1	CNAG_03341	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127764">OG5_127764</a>	0	90	MCM2
YBL024W	YBL024W-t26_1	CNAG_00874	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127434">OG5_127434</a>	0	89	NCL1
YBL026W	YBL026W-t26_1	CNAG_01666	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128865">OG5_128865</a>	0	73	LSM2
YBL027W	YBL027W-t26_1	CNAG_04448	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126940">OG5_126940</a>	1	82	RPL19B
YBL028C	YBL028C-t26_1	CNAG_04037	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_149903">OG5_149903</a>	0	18	N/A
YBL029C-A	YBL029C-A-t26_1	CNAG_06214	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_141818">OG5_141818</a>	0	40	N/A
YBL030C	YBL030C-t26_1	CNAG_06101,CNAG_06102	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126841">OG5_126841</a>	1	102	PET9
YBL032W	YBL032W-t26_1	CNAG_01182,CNAG_04584	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127937">OG5_127937</a>	1	134	HEK2
YBL033C	YBL033C-t26_1	CNAG_00569,CNAG_02506	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127275">OG5_127275</a>	1	177	RIB1
YBL035C	YBL035C-t26_1	CNAG_06142	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128793">OG5_128793</a>	0	85	POL12
YBL036C	YBL036C-t26_1	CNAG_04399	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127174">OG5_127174</a>	0	80	N/A
YBL037W	YBL037W-t26_1	CNAG_03528	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127910">OG5_127910</a>	0	102	APL3
YBL038W	YBL038W-t26_1	CNAG_00535	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127517">OG5_127517</a>	0	64	MRPL16
YBL039C	YBL039C-t26_1	CNAG_07502	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126851">OG5_126851</a>	1	91	URA7
YBL040C	YBL040C-t26_1	CNAG_05137	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127279">OG5_127279</a>	0	110	ERD2
YBL041W	YBL041W-t26_1	CNAG_05865	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127834">OG5_127834</a>	0	85	PRE7
YBL042C	YBL042C-t26_1	CNAG_04632,CNAG_06034	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130282">OG5_130282</a>	2	122	FUI1
YBL047C	YBL047C-t26_1	CNAG_02568	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128866">OG5_128866</a>	0	123	EDE1
YBL049W	YBL049W-t26_1	CNAG_03230,CNAG_03233,CNAG_06622	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126829">OG5_126829</a>	0	107	MOH1
YBL050W	YBL050W-t26_1	CNAG_04401	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127387">OG5_127387</a>	0	92	SEC17
YBL051C	YBL051C-t26_1	CNAG_06896	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135779">OG5_135779</a>	0	65	PIN4
YBL052C	YBL052C-t26_1	CNAG_03826	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126735">OG5_126735</a>	1	174	SAS3
YBL055C	YBL055C-t26_1	CNAG_02431	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126665">OG5_126665</a>	0	133	N/A
YBL056W	YBL056W-t26_1	CNAG_03052	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126741">OG5_126741</a>	1	142	PTC3
YBL057C	YBL057C-t26_1	CNAG_04384	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127155">OG5_127155</a>	0	107	PTH2
YBL058W	YBL058W-t26_1	CNAG_06625	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127612">OG5_127612</a>	0	64	SHP1
YBL059C-A	YBL059C-A-t26_1	CNAG_02190	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131764">OG5_131764</a>	0	68	CMC2
YBL061C	YBL061C-t26_1	CNAG_07636	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133659">OG5_133659</a>	0	84	SKT5
YBL063W	YBL063W-t26_1	CNAG_03453	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128460">OG5_128460</a>	0	125	KIP1
YBL064C	YBL064C-t26_1	CNAG_03482,CNAG_06917	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126593">OG5_126593</a>	2	229	PRX1
YBL067C	YBL067C-t26_1	CNAG_02395	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128027">OG5_128027</a>	1	83	UBP13
YBL068W	YBL068W-t26_1	CNAG_03335,CNAG_05365	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126730">OG5_126730</a>	2	143	PRS4
YBL071W-A	YBL071W-A-t26_1	CNAG_00394	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128596">OG5_128596</a>	0	55	KTI11
YBL072C	YBL072C-t26_1	CNAG_03198	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127039">OG5_127039</a>	1	97	RPS8A
YBL074C	YBL074C-t26_1	CNAG_00352	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130012">OG5_130012</a>	0	134	AAR2
YBL075C	YBL075C-t26_1	CNAG_00334,CNAG_01727,CNAG_01750,CNAG_06443	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126588">OG5_126588</a>	6	406	SSA3
YBL076C	YBL076C-t26_1	CNAG_00238,CNAG_06441	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126684">OG5_126684</a>	1	181	ILS1
YBL078C	YBL078C-t26_1	CNAG_00816	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126969">OG5_126969</a>	0	84	ATG8
YBL079W	YBL079W-t26_1	CNAG_01000	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129121">OG5_129121</a>	1	97	NUP170
YBL080C	YBL080C-t26_1	CNAG_03540	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127330">OG5_127330</a>	0	88	PET112
YBL082C	YBL082C-t26_1	CNAG_05142	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129230">OG5_129230</a>	0	80	ALG3
YBL084C	YBL084C-t26_1	CNAG_00320	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128514">OG5_128514</a>	0	90	CDC27
YBL087C	YBL087C-t26_1	CNAG_01976,CNAG_02923	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126678">OG5_126678</a>	2	154	RPL23A
YBL088C	YBL088C-t26_1	CNAG_05771	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128955">OG5_128955</a>	0	92	TEL1
YBL089W	YBL089W-t26_1	CNAG_01904	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129703">OG5_129703</a>	2	69	AVT5
YBL091C	YBL091C-t26_1	CNAG_03289	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127231">OG5_127231</a>	0	103	MAP2
YBL091C-A	YBL091C-A-t26_1	CNAG_01961	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127299">OG5_127299</a>	1	114	SCS22
YBL092W	YBL092W-t26_1	CNAG_06222	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126965">OG5_126965</a>	0	94	RPL32
YBL095W	YBL095W-t26_1	CNAG_04757	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134512">OG5_134512</a>	0	86	MRX3
YBL097W	YBL097W-t26_1	CNAG_04936	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129549">OG5_129549</a>	0	92	BRN1
YBL098W	YBL098W-t26_1	CNAG_02793	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129812">OG5_129812</a>	0	68	BNA4
YBL099W	YBL099W-t26_1	CNAG_05750	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127165">OG5_127165</a>	0	105	ATP1
YBL102W	YBL102W-t26_1	CNAG_05758	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128885">OG5_128885</a>	0	87	SFT2
YBL105C	YBL105C-t26_1	CNAG_01845	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129314">OG5_129314</a>	0	71	PKC1
YBL106C	YBL106C-t26_1	CNAG_02498	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135633">OG5_135633</a>	1	62	SRO77
YBR001C	YBR001C-t26_1	CNAG_03525,CNAG_03785	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127877">OG5_127877</a>	1	155	NTH2
YBR002C	YBR002C-t26_1	CNAG_01221	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126777">OG5_126777</a>	1	99	RER2
YBR003W	YBR003W-t26_1	CNAG_04375	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126937">OG5_126937</a>	0	101	COQ1
YBR004C	YBR004C-t26_1	CNAG_02871	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128414">OG5_128414</a>	0	83	GPI18
YBR006W	YBR006W-t26_1	CNAG_01027,CNAG_04467	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127004">OG5_127004</a>	0	147	UGA2
YBR007C	YBR007C-t26_1	CNAG_02667	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136098">OG5_136098</a>	0	68	DSF2
YBR008C	YBR008C-t26_1	CNAG_02363	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133773">OG5_133773</a>	0	58	FLR1
YBR009C	YBR009C-t26_1	CNAG_01648,CNAG_07807	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126573">OG5_126573</a>	1	223	HHF1
YBR010W	YBR010W-t26_1	CNAG_04828,CNAG_06745	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126569">OG5_126569</a>	1	244	HHT1
YBR011C	YBR011C-t26_1	CNAG_02545	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127487">OG5_127487</a>	0	118	IPP1
